Date,Close,High,Low,Open,Volume
2025-10-17,20.780000686645508,28.989999771118164,20.729999542236328,28.40999984741211,0
2025-10-20,18.229999542236328,21.020000457763672,18.229999542236328,20.530000686645508,0
2025-10-21,17.8700008392334,18.88999938964844,17.399999618530273,18.649999618530277,0
2025-10-22,18.600000381469727,21.01000022888184,17.729999542236328,17.84000015258789,0
2025-10-23,17.299999237060547,19.350000381469727,17.079999923706055,18.36000061035156,0
2025-10-24,16.3700008392334,17.219999313354492,16.020000457763672,17.020000457763672,0
2025-10-27,15.789999961853027,16.06999969482422,15.619999885559082,15.729999542236328,0
2025-10-28,16.420000076293945,16.549999237060547,15.65999984741211,15.949999809265137,0
2025-10-29,16.920000076293945,17.579999923706055,16.260000228881836,16.34000015258789,0
2025-10-30,16.90999984741211,17.40999984741211,15.729999542236328,16.260000228881836,0
2025-10-31,17.440000534057617,18.540000915527344,15.960000038146973,16.43000030517578,0
2025-11-03,17.170000076293945,18.82999992370605,17.0,18.059999465942383,0
2025-11-04,19.0,20.479999542236328,17.899999618530273,19.729999542236328,0
2025-11-05,18.010000228881836,20.020000457763672,17.309999465942383,19.3700008392334,0
2025-11-06,19.5,20.309999465942383,17.639999389648438,18.36000061035156,0
2025-11-07,19.07999992370605,22.71999931335449,19.07999992370605,19.520000457763672,0
2025-11-10,17.600000381469727,18.81999969482422,17.600000381469727,18.57999992370605,0
2025-11-11,17.280000686645508,18.010000228881836,17.25,17.899999618530273,0
2025-11-12,17.510000228881836,18.059999465942383,17.100000381469727,17.209999084472656,0
2025-11-13,20.0,21.309999465942383,17.510000228881836,17.610000610351562,0
2025-11-14,19.82999992370605,23.030000686645508,19.559999465942383,21.32999992370605,0
2025-11-17,22.3799991607666,23.440000534057617,19.540000915527344,19.57999992370605,0
2025-11-18,24.690000534057617,25.84000015258789,22.90999984741211,23.540000915527344,0
2025-11-19,23.65999984741211,24.790000915527344,21.93000030517578,24.520000457763672,0
2025-11-20,26.420000076293945,28.270000457763672,19.280000686645508,20.780000686645508,0
2025-11-21,23.43000030517578,27.84000015258789,22.540000915527344,25.96999931335449,0
2025-11-24,20.520000457763672,23.68000030517578,20.40999984741211,22.690000534057617,0
2025-11-25,18.559999465942383,21.770000457763672,18.38999938964844,20.549999237060547,0
2025-11-26,17.190000534057617,18.700000762939453,16.93000030517578,18.25,0
2025-11-28,16.350000381469727,18.520000457763672,15.779999732971191,17.40999984741211,0
2025-12-01,17.239999771118164,18.32999992370605,16.579999923706055,18.049999237060547,0
2025-12-02,16.59000015258789,17.309999465942383,16.389999389648438,17.280000686645508,0
2025-12-03,16.079999923706055,17.280000686645508,15.93000030517578,16.43000030517578,0
2025-12-04,15.779999732971191,16.6299991607666,15.68000030517578,16.229999542236328,0
2025-12-05,15.40999984741211,16.18000030517578,15.279999732971191,15.579999923706056,0
2025-12-08,16.65999984741211,17.09000015258789,16.100000381469727,16.149999618530273,0
2025-12-09,16.93000030517578,17.200000762939453,16.450000762939453,16.65999984741211,0
2025-12-10,15.770000457763672,17.65999984741211,15.5600004196167,16.940000534057617,0
2025-12-11,14.850000381469728,16.8799991607666,14.850000381469728,16.84000015258789,0
2025-12-12,15.739999771118164,17.850000381469727,14.850000381469728,14.989999771118164,0
2025-12-15,16.5,17.350000381469727,15.989999771118164,16.510000228881836,0
2025-12-16,16.479999542236328,17.610000610351562,16.190000534057617,17.280000686645508,0
2025-12-17,17.6200008392334,18.0,15.81999969482422,16.450000762939453,0
2025-12-18,16.8700008392334,17.68000030517578,15.93000030517578,17.610000610351562,0
2025-12-19,14.90999984741211,16.530000686645508,14.90999984741211,16.309999465942383,0
2025-12-22,14.079999923706056,15.260000228881836,14.029999732971191,15.15999984741211,0
2025-12-23,14.0,14.449999809265137,13.640000343322754,14.09000015258789,0
2025-12-24,13.470000267028809,14.15999984741211,13.380000114440918,14.09000015258789,0
