Date,Close,High,Low,Open,Volume
2026-04-13 13:30:00+00:00,186.4499969482422,186.4499969482422,185.7400054931641,186.0200042724609,9865438
2026-04-13 13:35:00+00:00,186.31500244140625,186.6000061035156,186.13999938964844,186.4499969482422,3273305
2026-04-13 13:40:00+00:00,186.2350006103516,186.97999572753903,186.16000366210935,186.32000732421875,3489225
2026-04-13 13:45:00+00:00,186.88009643554688,187.0500030517578,186.0,186.2350006103516,3045456
2026-04-13 13:50:00+00:00,187.66000366210935,187.6699981689453,186.7303924560547,186.88999938964844,2449631
2026-04-13 13:55:00+00:00,188.0249938964844,188.0500030517578,187.30999755859372,187.6649932861328,2350891
2026-04-13 14:00:00+00:00,188.1699981689453,188.25,187.8999938964844,188.0229949951172,2171998
2026-04-13 14:05:00+00:00,188.0200042724609,188.33999633789065,187.7050018310547,188.16000366210935,2578000
2026-04-13 14:10:00+00:00,187.88999938964844,188.1100006103516,187.7449951171875,188.01499938964844,1776853
2026-04-13 14:15:00+00:00,188.05499267578125,188.07000732421875,187.6199951171875,187.8999938964844,1716050
2026-04-13 14:20:00+00:00,188.22000122070312,188.3000030517578,187.80999755859372,188.05979919433597,1804355
2026-04-13 14:25:00+00:00,188.4199066162109,188.47999572753903,188.13999938964844,188.2100982666016,1422543
2026-04-13 14:30:00+00:00,188.50970458984372,188.5399932861328,188.13499450683597,188.41000366210935,1249879
2026-04-13 14:35:00+00:00,188.6000061035156,188.6300048828125,188.1999969482422,188.5,1449472
2026-04-13 14:40:00+00:00,188.8950042724609,188.8999938964844,188.33999633789065,188.5998992919922,1673917
2026-04-13 14:45:00+00:00,189.0921936035156,189.1100006103516,188.8500061035156,188.8950042724609,1890588
2026-04-13 14:50:00+00:00,189.2700042724609,189.35499572753903,188.97000122070312,189.1000061035156,1330705
2026-04-13 14:55:00+00:00,189.3600006103516,189.6300048828125,189.13499450683597,189.2550048828125,2098135
2026-04-13 15:00:00+00:00,189.01499938964844,189.375,188.8999938964844,189.375,1866649
2026-04-13 15:05:00+00:00,189.3950042724609,189.5050048828125,188.9499969482422,189.0,1499819
2026-04-13 15:10:00+00:00,189.4750061035156,189.6499938964844,189.27999877929688,189.39010620117188,2013476
2026-04-13 15:15:00+00:00,189.35499572753903,189.5800018310547,189.30999755859372,189.4799041748047,1060938
2026-04-13 15:20:00+00:00,189.18499755859372,189.58999633789065,189.16000366210935,189.3500061035156,1236406
2026-04-13 15:25:00+00:00,188.6107940673828,189.2400054931641,188.5800018310547,189.17999267578125,1552617
2026-04-13 15:30:00+00:00,188.5102996826172,188.65499877929688,188.41000366210935,188.6199951171875,1576330
2026-04-13 15:35:00+00:00,188.72000122070312,188.89990234375,188.3500061035156,188.5200042724609,1548462
